 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 13:16:43.463
24,250,241.2,1678,1000,100,82,1154, 2022-02-10 13:16:46.139
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 13:16:52.709
26,250,241.2,1678,1000,100,82,1154, 2022-02-10 13:16:55.337
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 13:16:58.787
28,250,241.2,1679,1000,100,82,1154, 2022-02-10 13:17:01.515
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 13:17:04.995
30,250,241.2,1680,1000,100,82,1154, 2022-02-10 13:17:07.610
31,30,19.4,683,1000,100,38,650, 2022-02-10 13:17:11.886
32,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:13.378
33,30,19.4,683,1000,100,38,650, 2022-02-10 13:17:16.492
34,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:18.238
35,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:21.716
36,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:23.442
37,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:25.106
38,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:28.114
39,30,19.4,682,1000,100,38,650, 2022-02-10 13:17:29.600
1,250,241.1,1661,1000,100,82,1154, 2022-02-10 13:24:36.647
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 13:24:39.845
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 13:24:42.661
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 13:24:45.973
5,250,241.1,1671,1000,100,82,1154, 2022-02-10 13:24:48.789
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 13:24:52.155
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 13:24:57.865
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 13:25:01.157
9,250,241.1,1674,1000,100,82,1154, 2022-02-10 13:25:04.005
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 13:25:07.269
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 13:25:10.085
12,250,241.2,1699,1000,100,83,1670, 2022-02-10 13:25:13.363
13,30,19.4,682,1000,100,38,650, 2022-02-10 13:25:17.815
14,30,19.4,682,1000,100,38,650, 2022-02-10 13:25:19.533
15,30,19.4,682,1000,100,38,650, 2022-02-10 13:25:22.461
16,30,19.4,682,1000,100,38,650, 2022-02-10 13:25:25.887
17,30,19.4,682,1000,100,38,650, 2022-02-10 13:25:27.643
18,30,19.4,682,1000,100,38,650, 2022-02-10 13:25:29.315
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 13:25:49.729
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 13:25:52.359
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 13:25:55.839
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 13:25:58.433
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 13:26:01.867
24,250,241.2,1678,1000,100,82,1154, 2022-02-10 13:26:04.549
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 13:26:11.027
26,250,241.2,1678,1000,100,82,1154, 2022-02-10 13:26:13.609
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 13:26:17.079
28,250,241.2,1680,1000,100,82,1154, 2022-02-10 13:26:19.717
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 13:26:23.217
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 13:26:25.841
31,30,19.4,683,1000,100,38,650, 2022-02-10 13:26:30.091
32,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:31.615
33,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:34.683
34,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:36.427
35,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:39.881
36,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:41.605
37,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:43.339
38,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:46.289
39,30,19.4,682,1000,100,38,650, 2022-02-10 13:26:47.803
1,250,241.1,1667,1000,100,82,1154, 2022-02-10 13:27:33.743
2,250,241.2,1693,1000,100,83,1670, 2022-02-10 13:27:36.949
3,250,241.1,1674,1000,100,82,1153, 2022-02-10 13:27:39.695
4,250,241.2,1698,1000,100,83,1670, 2022-02-10 13:27:42.949
5,250,241.1,1677,1000,100,82,1154, 2022-02-10 13:27:45.673
6,250,241.2,1699,1000,100,83,1670, 2022-02-10 13:27:48.973
7,250,241.1,1674,1000,100,82,1153, 2022-02-10 13:27:54.761
8,250,241.2,1699,1000,100,83,1670, 2022-02-10 13:27:58.059
9,250,241.1,1679,1000,100,82,1154, 2022-02-10 13:28:00.917
10,250,241.2,1702,1000,100,83,1670, 2022-02-10 13:28:04.249
11,250,241.1,1680,1000,100,82,1154, 2022-02-10 13:28:06.991
12,250,241.2,1703,1000,100,83,1670, 2022-02-10 13:28:10.267
13,30,19.4,683,1000,100,38,650, 2022-02-10 13:28:14.817
14,30,19.4,682,1000,100,38,650, 2022-02-10 13:28:16.557
15,30,19.4,683,1000,100,38,650, 2022-02-10 13:28:19.571
16,30,19.4,683,1000,100,38,650, 2022-02-10 13:28:22.931
17,30,19.4,682,1000,100,38,650, 2022-02-10 13:28:24.611
18,30,19.4,682,1000,100,38,650, 2022-02-10 13:28:26.363
19,250,241.1,1693,1000,100,83,1670, 2022-02-10 13:28:47.121
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 13:28:49.823
21,250,241.1,1699,1000,100,83,1670, 2022-02-10 13:28:53.251
22,250,241.2,1679,1000,100,82,1154, 2022-02-10 13:28:55.835
23,250,241.1,1702,1000,100,83,1670, 2022-02-10 13:28:59.287
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 13:29:02.077
25,250,241.1,1699,1000,100,83,1670, 2022-02-10 13:29:08.537
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 13:29:11.245
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 13:29:14.763
28,250,241.2,1682,1000,100,82,1154, 2022-02-10 13:29:17.455
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 13:29:21.019
30,250,241.2,1683,1000,100,82,1154, 2022-02-10 13:29:23.567
31,30,19.4,683,1000,100,38,650, 2022-02-10 13:29:27.977
32,30,19.4,683,1000,100,38,650, 2022-02-10 13:29:29.485
33,30,19.4,683,1000,100,38,650, 2022-02-10 13:29:32.597
34,30,19.4,682,1000,100,38,650, 2022-02-10 13:29:34.353
35,30,19.4,683,1000,100,38,650, 2022-02-10 13:29:37.897
36,30,19.4,682,1000,100,38,650, 2022-02-10 13:29:39.625
37,30,19.4,682,1000,100,38,650, 2022-02-10 13:29:41.325
38,30,19.4,683,1000,100,38,650, 2022-02-10 13:29:44.283
39,30,19.4,682,1000,100,38,650, 2022-02-10 13:29:45.763
1,250,241.1,1661,1000,100,82,1154, 2022-02-10 13:37:32.246
2,250,241.2,1687,1000,100,83,1670, 2022-02-10 13:37:35.562
3,250,241.1,1669,1000,100,82,1153, 2022-02-10 13:37:38.368
4,250,241.2,1692,1000,100,83,1670, 2022-02-10 13:37:41.638
5,250,241.1,1671,1000,100,82,1154, 2022-02-10 13:37:44.380
6,250,241.2,1695,1000,100,83,1670, 2022-02-10 13:37:47.638
7,250,241.1,1670,1000,100,82,1153, 2022-02-10 13:37:53.344
8,250,241.2,1695,1000,100,83,1670, 2022-02-10 13:37:56.588
9,250,241.1,1674,1000,100,82,1154, 2022-02-10 13:37:59.406
10,250,241.2,1698,1000,100,83,1670, 2022-02-10 13:38:02.636
11,250,241.1,1677,1000,100,82,1154, 2022-02-10 13:38:05.406
12,250,241.2,1699,1000,100,83,1670, 2022-02-10 13:38:08.654
13,30,19.4,682,1000,100,38,650, 2022-02-10 13:38:13.140
14,30,19.4,682,1000,100,38,650, 2022-02-10 13:38:14.912
15,30,19.4,682,1000,100,38,650, 2022-02-10 13:38:17.888
16,30,19.4,682,1000,100,38,650, 2022-02-10 13:38:21.275
17,30,19.4,682,1000,100,38,650, 2022-02-10 13:38:23.041
18,30,19.4,682,1000,100,38,650, 2022-02-10 13:38:24.747
19,250,241.1,1690,1000,100,83,1670, 2022-02-10 13:38:45.401
20,250,241.2,1673,1000,100,82,1154, 2022-02-10 13:38:48.049
21,250,241.1,1697,1000,100,83,1670, 2022-02-10 13:38:51.543
22,250,241.2,1677,1000,100,82,1154, 2022-02-10 13:38:54.085
23,250,241.1,1699,1000,100,83,1670, 2022-02-10 13:38:57.545
24,250,241.2,1679,1000,100,82,1154, 2022-02-10 13:39:00.147
25,250,241.1,1697,1000,100,83,1670, 2022-02-10 13:39:06.579
26,250,241.2,1678,1000,100,82,1154, 2022-02-10 13:39:09.277
27,250,241.1,1700,1000,100,83,1670, 2022-02-10 13:39:12.745
28,250,241.2,1680,1000,100,82,1154, 2022-02-10 13:39:15.439
29,250,241.1,1702,1000,100,83,1670, 2022-02-10 13:39:18.909
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 13:39:21.551
31,30,19.4,683,1000,100,38,650, 2022-02-10 13:39:25.843
32,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:27.335
33,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:30.397
34,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:32.153
35,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:35.701
36,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:37.399
37,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:39.115
38,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:42.089
39,30,19.4,682,1000,100,38,650, 2022-02-10 13:39:43.589
1,250,241.1,1666,1000,100,82,1154, 2022-02-10 13:40:53.247
2,250,241.2,1692,1000,100,83,1670, 2022-02-10 13:40:56.691
3,250,241.1,1673,1000,100,82,1153, 2022-02-10 13:40:59.497
4,250,241.2,1697,1000,100,83,1670, 2022-02-10 13:41:02.745
5,250,241.1,1675,1000,100,82,1154, 2022-02-10 13:41:05.603
6,250,241.2,1699,1000,100,83,1670, 2022-02-10 13:41:08.877
7,250,241.1,1673,1000,100,82,1153, 2022-02-10 13:41:14.653
8,250,241.2,1698,1000,100,83,1670, 2022-02-10 13:41:17.919
9,250,241.1,1678,1000,100,82,1154, 2022-02-10 13:41:20.675
10,250,241.2,1700,1000,100,83,1670, 2022-02-10 13:41:23.949
11,250,241.1,1679,1000,100,82,1154, 2022-02-10 13:41:26.795
12,250,241.2,1702,1000,100,83,1670, 2022-02-10 13:41:30.163
13,30,19.4,683,1000,100,38,650, 2022-02-10 13:41:34.737
14,30,19.4,682,1000,100,38,650, 2022-02-10 13:41:36.397
15,30,19.4,683,1000,100,38,650, 2022-02-10 13:41:39.325
16,30,19.4,682,1000,100,38,650, 2022-02-10 13:41:42.625
17,30,19.4,682,1000,100,38,650, 2022-02-10 13:41:44.333
18,30,19.4,682,1000,100,38,650, 2022-02-10 13:41:45.997
19,250,241.1,1692,1000,100,83,1670, 2022-02-10 13:42:06.839
20,250,241.2,1675,1000,100,82,1154, 2022-02-10 13:42:09.511
21,250,241.1,1698,1000,100,83,1670, 2022-02-10 13:42:12.915
22,250,241.2,1678,1000,100,82,1154, 2022-02-10 13:42:15.503
23,250,241.1,1700,1000,100,83,1670, 2022-02-10 13:42:18.983
24,250,241.2,1680,1000,100,82,1154, 2022-02-10 13:42:21.645
25,250,241.1,1698,1000,100,83,1670, 2022-02-10 13:42:28.305
26,250,241.2,1679,1000,100,82,1154, 2022-02-10 13:42:30.909
27,250,241.1,1702,1000,100,83,1670, 2022-02-10 13:42:34.375
28,250,241.2,1680,1000,100,82,1154, 2022-02-10 13:42:37.109
29,250,241.1,1703,1000,100,83,1670, 2022-02-10 13:42:40.653
30,250,241.2,1682,1000,100,82,1154, 2022-02-10 13:42:43.195
31,30,19.4,683,1000,100,38,650, 2022-02-10 13:42:47.583
32,30,19.4,682,1000,100,38,650, 2022-02-10 13:42:49.101
